Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Lead Investments,Number of Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,Delisted Date,Delisted Date Precision,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
Bevy,https://www.crunchbase.com/organization/bevy-a4a3,,"Communities, Enterprise Software, Event Management, Events, SaaS, Video Conferencing","Palo Alto, California, United States","Bevy is an enterprise-grade virtual conference and community events platform designed to build, grow, and scale global communities.","14,189","San Francisco Bay Area, Silicon Valley, West Coast",94306,$10M to $50M,Active,2017-04-01,day,,,,,For Profit,http://bevy.com,https://www.facebook.com/BevyHQ,https://www.linkedin.com/company/BevyHQ,,,"Bevy is an enterprise-grade virtual conference and community events SaaS platform. It incorporates a variety of tools to plan, promote, and execute virtual conferences and community events. The platform is a flexible software solution that can be used to manage and host thousands of different types of virtual events. Built with enterprise-level analytics, integrations, and data security, the Bevy platform is used by a range of enterprise, consumer and education teams who want to host virtual events and turn them into thriving global communities. Featuring a deep permissions system and webcasting capabilities, community and field marketing teams can empower local brand advocates all over the world to build small local communities that collectively provide reach and scale. The company was founded in 2017 and is headquartered in Palo Alto, California.",,,,,,,,,,,,"Community and Lifestyle, Events, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software",3,"Alex Bendig, Derek Andersen, Joel Fernandes",51-100,3,Late Stage Venture,2021-03-24,40000000,USD,40000000,Series C,40000000,USD,40000000,Series C,61400000,USD,61400000,61400000,USD,61400000,"Accel, Upfront Ventures, LinkedIn, Baron Davis, HALA Ventures",2,45,2,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,0,72,0,1,,Scientific and technological services
BizAway,https://www.crunchbase.com/organization/bizaway,,"Business Travel, Software, Travel, Travel Agency","Spilimbergo, Friuli-Venezia Giulia, Italy","BizAway is the ultimate solution to book, manage and control business travel.","16,200","European Union (EU), Europe, Middle East, and Africa (EMEA)",33097,$10M to $50M,Active,2015-01-19,day,,,,,For Profit,https://bizaway.com/,https://www.facebook.com/BizAway,https://www.linkedin.com/company/bizaway/,info@bizaway.com,+39 045 786 0070,"BizAway is an easy and comprehensive solutions for managing all your travels, from the booking to the administrative phase.",,,,,,,,,,,,"Software, Travel and Tourism",3,"Federico González Tejera, Flavio Del Bianco, Luca Carlucci",251-500,7,Private Equity,2024-09-16,35000000,EUR,38952641,Private Equity,35000000,EUR,38952641,Private Equity,51500000,EUR,57165552,61500000,EUR,68404437,"Alma Mundi Ventures, Mayfair Equity Partners, Exor Ventures, Illimity, Azimut Digitech Fund",4,8,2,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,0.5,4,0,3,,Scientific and technological services
Sieve,https://www.crunchbase.com/organization/sieve-data,,"Artificial Intelligence (AI), Cloud Infrastructure, Developer APIs, Machine Learning, Software, Video","San Francisco, California, United States","Sieve is an ML infrastructure company that provides easy to use APIs, infrastructure, and interfaces for video AI.","16,546","San Francisco Bay Area, West Coast, Western US",,,Active,2022-01-01,month,,,,,For Profit,https://www.sievedata.com/,,https://www.linkedin.com/company/sievedata/,contact@sievedata.com,4085068951,"Sieve develops AI infrastructure focusing primarily on video data intended to help developers spend less time building data infrastructure and computer vision models themselves. Founded in late 2021 by Mokshith Voodarla and Abhinav Ayalur, the company creates APIs, infrastructure, and abstractions empowering teams to process, search, and understand video.",,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Media and Entertainment, Science and Engineering, Software, Video",2,"Abhinav Ayalur, Mokshith Voodarla",1-10,2,Seed,2022-11-14,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,4125000,USD,4125000,4125000,USD,4125000,"Y Combinator, Matrix, Swift Ventures, AI Grant, Ryan Chan",1,12,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.6,7,,,,
Healthily,https://www.crunchbase.com/organization/your-md,,"Artificial Intelligence (AI), Assistive Technology, Health Care, Health Diagnostics, Information Technology, mHealth, Personal Health","London, England, United Kingdom",Healthily is the world’s first medically approved self-care app designed around you.,"17,664","Europe, Middle East, and Africa (EMEA)",W1T 4HD,$10M to $50M,Active,2013-01-01,month,,,,,For Profit,http://www.livehealthily.com,https://www.facebook.com/Healthily,https://www.linkedin.com/company/TheHealthilyApp,support@livehealthily.com,,"Healthily is the world’s first medically approved self-care app designed around you. Combining responsive AI with trusted  insights and tools, we match your personal needs to the latest information from doctors and healthcare specialists. So you can understand your health and take the next step with confidence, wherever you are. Used by millions of people all over the world, Healthily’s pioneering approach to online clinical safety has attracted the support of leading investors and health organisations.",,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Mobile, Science and Engineering, Software",6,"Alessandro Traverso, Birger Lie, Gregory Kris, Harald Jellum, Jakub Kusmierz, Matteo Berlucchi",11-50,7,,2022-09-07,20000000,USD,20000000,Venture - Series Unknown,20000000,USD,20000000,Venture - Series Unknown,67300000,USD,67300000,67300000,USD,67300000,"Reckitt, Smedvig Ventures, iStarter, Canica, Orkla Ventures",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,259,0,0,,Scientific and electric apparatus and instruments
Wallife,https://www.crunchbase.com/organization/wallife,,"Insurance, InsurTech","Roma, Lazio, Italy",Wallife is an InsurTech company that protects people agaist new risks linked to technological innovation.,"18,405","European Union (EU), Europe, Middle East, and Africa (EMEA)",00187,$1M to $10M,Active,2020-07-01,day,,,,,For Profit,http://www.wallife.com,https://www.facebook.com/walllife.official/,https://www.linkedin.com/company/wallife,info@wallife.com,,"Wallife is an InsurTech company  that protects against new risks originating from technological and scientific progress in the areas of genetics, biometrics, and biohacking. Wallife was founded in 2020 and is headquartered in Roma, Lazio, Italy.",,,,,,,,,,,,Financial Services,2,"Fabio Sbianchi, Maria Enrica Angelone",11-50,2,Early Stage Venture,2022-07-20,12000000,EUR,12216998,Series A,12000000,EUR,12216998,Series A,17016998,USD,17016998,17016998,USD,17016998,"United Ventures, Proximity Capital, Aptafin, Fabio Sbianchi",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.1,8,1,6,Computing; Calculating,Insurance; financial affairs
Tundr,https://www.crunchbase.com/organization/tundr,,"Financial Services, FinTech, Mobile Apps","Milan, Lombardia, Italy",Tundr offers smartcard to companies for sustainable mobility.,"18,989","European Union (EU), Europe, Middle East, and Africa (EMEA)",20121,Less than $1M,Active,2021-01-01,year,,,,,For Profit,https://tundr.tech/,,https://www.linkedin.com/company/tundr/,,,"Tundr combines technology with environmentally friendly mobility. TundrMove is the first sustainable mobility voucher. A winning combination for improving workplace quality of life while also redefining the concept of green mobility. The ecosystem includes a SmartCard, on which it will be possible to load mobility vouchers and a brand new App to explore more ecological and sustainable modes of transport and estimate CO2 emissions.",,,,,,,,,,,,"Apps, Financial Services, Mobile, Software",3,"Giorgio Seveso, Jules-Arthur Sastre, Luca Milesi",11-50,2,Seed,2025-04-16,7200000,EUR,8152165,Seed,7200000,EUR,8152165,Seed,8900000,EUR,9878804,8900000,EUR,9878804,"CDP Venture Capital, Vento, 360 Capital, Alecla7, Azimut Libera Impresa",1,13,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7.8,9,,,,
Zakeke,https://www.crunchbase.com/organization/zakeke,,"3D Printing, 3D Technology, Augmented Reality, E-Commerce, E-Commerce Platforms, Product Design, SaaS, Software","Milan, Lombardia, Italy","Zakeke is a cloud based Visual Commerce Solution helping brands scale up, boost conversion and keep customers engaged with 2D, 3D, AR & VTO","19,833","European Union (EU), Europe, Middle East, and Africa (EMEA)",20125,$1M to $10M,Active,2017-01-01,day,,,,,For Profit,https://www.zakeke.com,https://www.facebook.com/zakekeofficial/,https://www.linkedin.com/company/zakeke/,help@zakeke.com,,"Zakeke enables brands and retailers to offer customers live product personalization with real-time 2D, 3D, AR and Virtual Try-On live preview. Zakeke easily integrates a product configurator into e-stores to let merchants engage their customers with rich and interactive ""design-your-own""​ experience. People are different and have unique tastes. As customers, they want to play a primary role in designing the products they use, configuring them according to their needs and tastes. Merchants are discovering the value of letting their customers create their own unique products and are taking personalization a big step forward into mass customization. Zakeke enables merchants to meet the increasing demand for customized products. Cloud-based, cross-platform and multi-lingual to fit any store anywhere. Zakeke is the only customizer supporting real time 3D view.",,,1,,1,,,,,,,"Commerce and Shopping, Design, Hardware, Internet Services, Manufacturing, Software",3,"Alvise Biffi, Angelo Coletta, Cosimo Tosto",51-100,4,,2023-10-13,2000000,EUR,2102499,Undisclosed,2000000,EUR,2102499,Undisclosed,3250000,EUR,3511128,4850000,EUR,5273825,"CDP Venture Capital, Berrier Capital",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.3,22,,,,
Genenta Science,https://www.crunchbase.com/organization/genenta-science,,"Biotechnology, Clinical Trials, Genetics, Health Care","Milano, Lombardia, Italy",Genenta Science is a biotechnology company that develops gene transfer therapy for the treatment of cancer tumors.,"20,300","European Union (EU), Europe, Middle East, and Africa (EMEA)",20132,$10M to $50M,Active,2014-01-01,year,2021-12-15,day,,,For Profit,http://genenta.com/,,https://www.linkedin.com/company/genenta,info@genenta.com,,"Genenta Science is a biotechnology company that develops gene transfer therapy for the treatment of cancer tumors. The company is based in Milan, Italy.",,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",3,"Bernhard Gentner, Luigi Naldini, Pierluigi Paracchi",11-50,5,IPO,2025-03-19,20000000,EUR,21884855,Post-IPO Debt,13200000,EUR,14537909,Series C,33937909,USD,33937909,55822764,USD,55822764,"Mediobanca, Club degli Investitori, ENEA Tech e Biomedical, Growth Engine, iStarter",4,6,,,,,,,,,,,,,,Public,,,2021-12-15,36000000,USD,36000000,208380000,USD,208380000,GNTA,https://www.crunchbase.com/ipo/genenta-science-ipo--cd6b5b6a,NASDAQ,-0.8,8,0,3,,"Pharmaceutical, veterinary and sanitary products"
Vedrai,https://www.crunchbase.com/organization/vedrai,,"Artificial Intelligence (AI), Information Services, Information Technology","Milan, Lombardia, Italy",Vedrai is a technology company that develops online platforms based on AI.,"22,286","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2020-09-01,month,,,,,For Profit,https://vedrai.com/,https://www.facebook.com/VedraiSpA/,https://www.linkedin.com/company/vedrai/,info@vedrai.com,,"Vedrai is a technology company that develops online platforms based on AI. They use Artificial Intelligence to support companies, leveraging data from all over the world to help make more informed decisions with less margin for error. The company's data intelligence unifies and optimizes information processing, allowing it to maximize the value of data. Vedrai was founded in 2020 and is headquartered in Milan, Italy.",,,1,1,1,,1,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",2,"Ferdinando Meo, Michele Grazioli",101-250,2,Early Stage Venture,2022-04-04,40000000,EUR,43900421,Series A,40000000,EUR,43900421,Series A,45000000,EUR,49810978,45000000,EUR,49810978,"Pietro Giuliani, Giorgio Chiellini, Andrea Bocelli",,3,2,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,14,,,,
Viceversa,https://www.crunchbase.com/organization/viceversa-b8a9,,"Business Development, Financial Services, FinTech","Milan, Lombardia, Italy",Viceversa provides capital to European digital businesses to support companies in sustainable and ethical growth.,"22,991","European Union (EU), Europe, Middle East, and Africa (EMEA)",20139,,Active,2021-01-01,year,,,,,For Profit,http://www.goviceversa.com,,https://www.linkedin.com/company/goviceversa,info@goviceversa.com,,"Viceversa provides capital to European digital businesses to support companies in sustainable and ethical growth. With equity-free investments and data-driven insights, Viceversa helps businesses grow at their own pace. Clients can use Viceversa's internally designed analytics platform to better understand their businesses, gain free capital and investment guidance, and follow their insights immediately while receiving their funding offer within three days.",,,1,,1,,,,,,,"Financial Services, Professional Services",4,"Matteo Masserdotti, Patrick David, Pedro Machado Salvi, Pietro Pogliani",11-50,3,Early Stage Venture,2023-05-08,10000000,EUR,10997035,Series A,10000000,EUR,10997035,Series A,13000000,EUR,14481521,33000000,EUR,37711431,"CDP Venture Capital, Fasanara Capital, Fabrick, Azimut Libera Impresa, Digital Magics",1,12,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.9,7,,,,
Cleafy,https://www.crunchbase.com/organization/cleafy,,"Cyber Security, FinTech, Information Services, Information Technology, Security","Milan, Lombardia, Italy",Cleafy protects web and mobile applications from tampering attempts and deploys countermeasures to guarantee data and content integrity.,"23,573","European Union (EU), Europe, Middle East, and Africa (EMEA)",20158,$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://cleafy.com/,https://www.facebook.com/Cleafy-707471096003778,https://www.linkedin.com/company/-cleafy,info@cleafy.com,0039 02 49517 001,"We help banks and financial institutions scale up their fight against online fraud. Cleafy is the first solution to introduce full detection and response in online fraud prevention. A revolutionary technology that combines all the most advanced fraud detection capabilities, with automated responses that stop attacks at scale. All in one central platform. Recognized as a selected vendor for Online Fraud Detection in Gartner Market Guide, we today protect over 60M users of top-tier retail and corporate banks.",,,,,,,,,,,,"Financial Services, Information Technology, Privacy and Security",4,"Carmine Giangregorio, Matteo Bogana, Nicolò Pastore, Paolo Rimmaudo",51-100,2,Early Stage Venture,2023-09-12,10000000,EUR,10753208,Series A,10000000,EUR,10753208,Series A,10000000,EUR,10753208,10000000,EUR,10753208,"United Ventures, EIT Digital Accelerator",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.1,5,6,3,Electric Communication Technique,Scientific and electric apparatus and instruments
