Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
Specto,https://www.crunchbase.com/organization/specto,,"Application Performance Management, Information Technology, Mobile Apps, Software","San Francisco, California, United States",Specto is a mobile application performance monitoring platform that collects vital metrics and profiles with just a few lines of code.,"73,381","San Francisco Bay Area, West Coast, Western US",,Less than $1M,Active,2019-05-01,month,2021-11-24,day,,,For Profit,https://specto.dev,https://www.facebook.com/SpectoHQ/,https://www.linkedin.com/company/specto-inc,support@specto.dev,,"Specto is a mobile application performance monitoring platform that collects vital metrics and profiles with just a few lines of code. It is built by developers for developers and strives for easy and transparent integration while providing hands-on support when needed. It was founded in 2019 and is based in San Francisco, California.",,,,,,,,,,,,"Apps, Data and Analytics, Information Technology, Mobile, Software",2,"Indragie Karunaratne, Jernej Strasner",1-10,2,M&A,2021-06-11,3250000,USD,3250000,Seed,3250000,USD,3250000,Seed,3250000,USD,3250000,3250000,USD,3250000,"Bain Capital Ventures, Susa Ventures, Liquid 2 Ventures, Fuel Capital, SV Angel",,7,,Was Acquired,Specto acquired by Sentry,https://www.crunchbase.com/acquisition/sentry-acquires-specto--1cfb6f47,Sentry,https://www.crunchbase.com/organization/sentry,2021-11-24,day,,,,Acquisition,,Private,,,,,,,,,,,,,0.4,7,,,,
Wiseair,https://www.crunchbase.com/organization/wiseair,,"CleanTech, Internet of Things, Smart Cities","Milan, Lombardia, Italy","We unite people, municipalities and companies in the defense of clean air. We collect data, generate awareness, promote impact.","73,846","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2019-02-01,month,,,,,For Profit,http://www.wiseair.vision,https://www.facebook.com/wiseair.social/,https://www.linkedin.com/company/19026152/,contact@wiseair.vision,+39 349 05 66 225,"Wiseair's mission is to enable everyone in the world to breathe clean air. We believe that a problem you can't measure is a problem you can't solve, so we work to enable municipalities, citizens and businesses to measure and learn about air quality, creating actionable, solution-oriented data and information, and generating awareness.",,,,,,,,,,,,"Internet Services, Real Estate, Sustainability",4,"Andrea Bassi, Carlo Alberto Gaetaniello, Fulvio Bambusi, Paolo Barbato",11-50,3,Seed,2021-12-14,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,1344371,USD,1344371,1344371,USD,1344371,"Techstars, Linkem, Novum Capital Partners",2,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.9,4,0,1,,Scientific and electric apparatus and instruments
Keepers,https://www.crunchbase.com/organization/keepers-2424,,"Housekeeping Service, Information Technology, Marketing, Rental, Software","Austin, Texas, United States","Keepers provides fully automated back-of- house operations for short term rentals, cleaning, maintenance, laundry and inventory.","74,013",Southern US,,,Active,2022-01-01,year,,,,,For Profit,https://www.usekeepers.com,https://www.facebook.com/usekeepers,https://www.linkedin.com/company/usekeepers,info@usekeepers.com,866-341-5337,"Keepers provides complete housekeeping automation for short-term rentals. The company was founded in 2022 and is headquartered in Lafayette, Louisiana.",,,,,,,,,,,,"Administrative Services, Commerce and Shopping, Information Technology, Sales and Marketing, Software",1,Carleena Andrepont,1-10,2,Seed,2024-07-09,300000,USD,300000,Angel,300000,USD,300000,Angel,600000,USD,600000,600000,USD,600000,49th State Angel Fund,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.4,10,,,,
Eligo,https://www.crunchbase.com/organization/eligo-milano,,"Communities, E-Commerce, Fashion, Internet, Lifestyle, Marketplace, Professional Networking, Retail","Milan, Lombardia, Italy",Marketplace of Personal Stylists,"74,683","European Union (EU), Europe, Middle East, and Africa (EMEA)",20122,Less than $1M,Active,2016-10-05,day,2022-12-28,day,,,For Profit,https://eligo.style/,http://www.facebook.com/eligomilano,https://www.linkedin.com/company/eligo-milano/,info@eligomilano.com,+390283488708,"Eligo Milano is the first Marketplace at a global level able to link customers, personal stylists and Italian high-quality brands. It has been founded in 2016 with the aim of spreading Italian elegance and style worldwide, by providing a digital platform for Italian niche brands to sell their handcrafted products thanks to the support of our personal stylists. Eligo’s goal is to become the largest Stylist Marketplace in Europe and Asia as well. How? On the one hand, we have developed our digital platform, Eligo Live: by that our personal stylists manage each customer experience from remote, analyzing their preferences and showing them the best choices among our products. This tool allows our stylists to select all the available products and create an out-and-out virtual outfit while interacting with the customer. On the other hand, we have created our Academy where the stylists are trained on a weekly basis: by that they have the possibility to learn how to boost their own business and gain more customers in the fashion world thanks to our team of financial and marketing experts and high-tech professionals.",,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Internet Services, Professional Services",4,"Antonio Chiarello, Giulio Manno, Giuseppe Catella, Naomi Kohashi Catella",1-10,5,IPO,2022-12-15,966500,EUR,1028235,Venture - Series Unknown,966500,EUR,1028235,Venture - Series Unknown,4491500,EUR,4704663,4491500,EUR,4704663,"Digital Magics, Fondo Rilancio Startup",1,2,1,Made Acquisitions,,,,,,,,,,,,Public,2022-12-28,,,,,,13900000,EUR,14774471,ELG,https://www.crunchbase.com/ipo/eligo-milano-ipo--45cfaff4,BIT - Italian Stock Exchange,-0.2,38,0,14,,Clothing; footwear; headgear
Smyle,https://www.crunchbase.com/organization/smyle-81c2,,"Consumer Goods, Retail","Amsterdam, Noord-Holland, The Netherlands","Smyle offers toothpaste tabs, among other things, without using plastic tubes, microplastics and other chemicals.","74,812","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.wesmyle.nl/,https://www.facebook.com/weSMYLEcom/,https://www.linkedin.com/company/smylenl/,hello@wesmyle.com,,"Smyle offers toothpaste tabs, among other things, without using plastic tubes, microplastics and other chemicals.",,,,,,,,,,,,"Commerce and Shopping, Consumer Goods",,,1-10,1,,2022-11-04,1000000,EUR,998250,Equity Crowdfunding,1000000,EUR,998250,Equity Crowdfunding,1000000,EUR,998250,1000000,EUR,998250,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.1,10,0,3,,"Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics"
Habyt,https://www.crunchbase.com/organization/projects,,"Property Management, Real Estate, Rental, Rental Property","Berlin, Berlin, Germany",Habyt is a housing company that simplifies housing access with digital-first solutions for tenants and landlords.,"77,545","European Union (EU), Europe, Middle East, and Africa (EMEA)",10119,$10M to $50M,Active,2017-02-01,month,,,,,For Profit,https://www.habyt.com,https://www.facebook.com/habyt.hq,https://www.linkedin.com/company/habytglobal,hello@habyt.com,49 173 7169267,"Habyt develops and manages community-driven and technologically-empowered co-living spaces. Habyt provides fully furnished private and shared apartments with flexible rental options and transparent pricing, accommodating diverse living arrangements globally. Habyt emphasizes community-driven, tech-enabled co-living spaces, making it easy for residents to connect and collaborate.",,,,,,,,,,,,"Commerce and Shopping, Real Estate",1,Luca Bovone,251-500,8,,2024-09-09,40000000,EUR,44142802,Venture - Series Unknown,40000000,EUR,44142802,Venture - Series Unknown,105800000,EUR,116695346,109800000,EUR,121547748,"Endeavor Catalyst, HV Capital, Salica, Inveready, Picus Capital",5,14,7,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.7,44,0,5,,Insurance; financial affairs
VoiceMed,https://www.crunchbase.com/organization/voicemed,,"Artificial Intelligence (AI), Health Care","Luxembourg, Luxembourg, Luxembourg",AI and vocal biomarkers for providiny health check directly on the smartphone. Lung and cardiorespiratory health.,"77,897","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2020-12-01,month,,,,,For Profit,https://www.voicemed.io,,https://www.linkedin.com/company/42952189/admin/,contact@voicemed.io,,"VoiceMed is at the forefront of healthcare innovation, leveraging cutting-edge AI technology to develop voice-based biomarkers for providing health checks 100% through software. Our current products focus on lung and cardiorespiratory health, useful for both screening and monitoring. Our mission is to make healthcare more accessible, accurate, and non-invasive through the power of voice analysis.",,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",3,"Arianna Arienzo, Ayana Martins, Fulvio Cordella",1-10,2,Seed,2024-07-25,225000,EUR,244156,Pre-Seed,225000,EUR,244156,Pre-Seed,475000,EUR,529443,475000,EUR,529443,"EIT Digital, Padda Health",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0,9,0,2,,Scientific and electric apparatus and instruments
Trainect,https://www.crunchbase.com/organization/trainect,,"Fitness, Health Care, Wellness","Roma, Lazio, Italy",Corporate Wellness Platform 360°,"79,265","European Union (EU), Europe, Middle East, and Africa (EMEA)",00185,Less than $1M,Active,2020-04-15,day,,,,,For Profit,https://www.trainect.it,https://www.facebook.com/TRAINECT/,https://www.linkedin.com/company/trainect/,alberto.ronco@trainect.it,+39 3471414454,"Trainect is the Italian startup that provides companies and their people with a simple and intuitive platform to improve and monitor their physical and mental well-being, increase team building and productivity, assigning a wellness score and rewarding improvements with charity. We believe in an idea of well-being that is circular, responsible and shared.  Our goal is to bring this idea into companies to encourage well-being that is taking care of yourself, the people around you and the surrounding environment. We want to bring well-being within reach of the company.",,,,,,,,,,,,"Health Care, Sports",4,"Alberto Ronco, Federico Anagni, Loris Nanni, Simone Proietti Timperi",11-50,3,Seed,2023-02-01,150000,EUR,165191,Seed,150000,EUR,165191,Seed,325000,EUR,371316,703000,EUR,803810,"Lazio Innova, Startupbootcamp, Digital Magics, Invitalia",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.1,6,,,,
Letsell,https://www.crunchbase.com/organization/Letsell,,"E-Commerce, E-Commerce Platforms, Fashion, Internet, Lifestyle, Shopping","Torino, Piemonte, Italy",Letsell is the first online service that allow everyone to opening and manage an online store,"81,104","European Union (EU), Europe, Middle East, and Africa (EMEA)",20153,Less than $1M,Active,2017-05-01,day,,,,,For Profit,http://www.letsell.com/home/,https://www.facebook.com/Letsell.ecommerce,https://www.linkedin.com/company/25078298/,info@letsell.com,,"Letsell is the first online service that allow everyone to opening and manage an online store. With Letsell you can manage an already-complete fashion e-commerce and  start an innovative business venture without having to open  your own business. Available to all Letsell users, there is a fashion catalog that includes thousands of men's and women's clothing items - including shoes, handbags, underwear, accessories and baby clothes. Every week there are new arrivals. Users of the service will only be concerned with the promotion of the site among their contacts, while the whole sale, warehouse, delivery, and resale process is managed by Letsell. The service, which includes a subscription starting at €29 per month, allows people to start earning immediately with an average profit rate of 35% on each sale. Easy to manage from any device such as a PC or tablet, Letsell is the ideal tool for those who want to integrate their monthly revenue and for those who need a business that can be managed in full autonomy and from anywhere.",,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Internet Services",3,"Carlo Tafuri, Luca Ferrero, Michele Contrini",1-10,5,Seed,2021-06-18,3000000,EUR,3559048,Seed,3000000,EUR,3559048,Seed,5220000,EUR,6083231,5220000,EUR,6083231,LIFTT,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.3,9,,,,
Coderblock,https://www.crunchbase.com/organization/coderblock,,"Artificial Intelligence (AI), Augmented Reality, Information Services, Information Technology, SaaS, Software, Virtual Reality","Palermo, Sicilia, Italy",Coderblock is an AI-powered immersive training platform that enhances learning through GenAI and VR making engaging training for enterprises,"82,162","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,Active,2016-05-01,month,,,,,For Profit,https://www.coderblock.com/en,https://www.facebook.com/Coderblock.Platform,https://www.linkedin.com/company/11068379/,info@coderblock.com,786-376-1404,"Coderblock is an AI-powered immersive training platform that leverages Generative AI to create intelligent virtual agents and data-driven learning experiences. By integrating AI-driven simulations, our platform enables realistic, interactive training scenarios where users can develop soft skills through adaptive role-playing and real-time feedback. Our AI agents analyze user interactions, providing personalized insights and enhancing professional growth. With a data-driven approach, Coderblock transforms traditional training into measurable, scalable, and engaging experiences for enterprises and professionals.",,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",1,Danilo Costa,11-50,2,,2023-02-02,1000000,EUR,1090465,Venture - Series Unknown,1000000,EUR,1090465,Venture - Series Unknown,1000000,EUR,1090465,1000000,EUR,1090465,"Deloitte Consulting, ADM Media Consulting, TechItalia:Lab",3,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,4,,,,
3Brain,https://www.crunchbase.com/organization/3-brain,,"Biotechnology, Health Care, Life Science, Neuroscience","Wadenswil, Zurich, Switzerland",3Brain is the world's first company that sells large scale high resolution MEA recording platforms and CMOS-MEA biochips.,"82,651","Europe, Middle East, and Africa (EMEA)",8820,$1M to $10M,Active,2011-02-01,day,,,,,For Profit,https://3brain.com,,https://linkedin.com/company/3brain,info@3brain.com,41813227086,"3Brain is the world’s first company to connect cells with sophisticated silicon chips in cell culture plates. Stemming from our passion for technology and scientific progress, our co-founders have worked for more than 15 years on CMOS-powered cell-electronic interfaces with the aim of boosting research in major fields like neuroscience, ophthalmology and cardiology. After being the first to introduce CMOS-based HD-MEA (high-density microelectrode array) to overcome passive MEA limitations, we are now setting up the next standard by introducing the CorePlate™ technology, a multiwell device for advanced cell-based analysis backed by per well logical processing cores. Our unfaltering research and development are aimed at improving in vitro cell-based screening outputs and thus raising the potential of finding new treatments for brain disease.",,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",2,"Alessandro Maccione, Mauro Gandolfo",11-50,2,,2018-02-20,,,,Grant,,,,,,,,1700000,CHF,1747946,Eurostars,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.6,4,2,2,Testing,Scientific and electric apparatus and instruments
